id,topic,prior_knowledge_needed,paragraph,question_plus,problems
generation-for-nlp-780,경제,필요 없음,소규모 비즈니스는 제품에 대한 수요의 가격 탄력성을 3으로 추정합니다.,,"{'question': '총 수익을 높이려면 소유자가 다음과 같이 해야 합니다.', 'choices': ['수요가 탄력적이기 때문에 가격 인하.', '수요가 비탄력적이기 때문에 가격 인하.', '수요가 탄력적이기 때문에 가격 인상.', '수요가 비탄력적이기 때문에 가격 인상.'], 'answer': 1}"
generation-for-nlp-781,경제,필요 없음,"자본이 1단위로 고정되어 있고 노동이 1, 2, 3단위로 연속적으로 추가되면 산출물 생산이 300(노동 1단위)에서 350(노동 2단위)으로, 375(노동 3단위)로 증가합니다.",,"{'question': '다음 중 올바른 해석은 어느 것입니까?', 'choices': ['이는 장기적으로 규모에 따른 수익률을 높여준다.', '이는 장기적으로 규모에 따른 수익률을 떨어뜨린다.', '이는 장기적으로 규모에 따른 일정한 수익률을 유지한다.', '이는 단기적으로 한계 생산성을 떨어뜨린다.'], 'answer': 4}"
generation-for-nlp-797,경제,필요 없음,햄씨는 가게에서 피자를 하나 더 만들 때마다 0.45달러 상당의 소스를 위에 얹습니다.,,"{'question': '햄씨의 경우 피자 소스의 비용은 다음 중 어떤 것의 구성 요소입니까?', 'choices': ['I 및 IV만 해당', 'II와 III만 해당', 'II 및 IV만 해당', 'I, II 및 IV만 해당'], 'answer': 4}"
generation-for-nlp-855,심리,필요 없음,여러 실험에서 엘리자베스 로프터스(Elizabeth Loftus)는 질문의 표현이 실험참가자의 사건 기억에 영향을 미칠 수 있음을 보여주었습니다.,,"{'question': '이 연구는 다음을 가장 잘 설명합니다.', 'choices': ['기억의 재구성적 성격.', '계열위치효과(serial position effect)', '사람들이 정보를 잊어버리는 속도.', '기억에서 소뇌의 역할.'], 'answer': 1}"
generation-for-nlp-885,교육산업,필요 없음,"초기 읽기 지도에 대한 ‘발음 중심 교수법’(code-based phonic approach)에서 1학년 학생들은 문자 b, a, s, g의 소리를 배웁니다. 이러한 접근법의 기반이 되는 이론에 따르면,",,"{'question': '다음 중 학생들이 읽을 첫 번째 문장으로 가장 효과적인 것은 무엇입니까?', 'choices': ['Bob ate a snack(Bob은 간식을 먹었습니다).', 'A dog bit Ann(개가 Ann을 물었습니다).', 'Gail has a bag(Gail은 가방이 있습니다).', 'Sally was happy(Sally는 행복했습니다).'], 'answer': 3}"
generation-for-nlp-927,생활,필요 없음,치과의사인 라마찬드란 박사(Dr. Ramchandran)의 연구에 따르면 점심식사 후에 양치질을 하는 그의 환자들이 그렇지 않은 환자들에 비해 충치 수가 1/20이었습니다. 지역 언론사 기자는 이 치과의사와 인터뷰한 후 점심식사 후에 양치질을 하면 충치를 예방할 수 있다고 보도했습니다.,,"{'question': '이 치과의사의 연구에 따르면 다음 설명 중 올바른 것은 무엇입니까?', 'choices': ['100명 이상의 환자가 연구 대상이었다면 이 기자의 설명은 타당합니다.', '최소한 500명의 환자가 연구 대상이었다면 이 기자의 설명은 타당합니다.', '이 기자의 설명이 타당하려면 100명 이상의 환자가 점심식사 후에 양치질을 해야 했습니다.', '아무리 참여자가 많아도 이 기자의 설명은 타당하지 않습니다.'], 'answer': 4}"
generation-for-nlp-935,심리,필요 없음,AP Psychology를 수강한 후 수업을 열심히 듣고 시험에서도 좋은 성적을 거둔 Donald는 대학에 진학합니다.,,"{'question': 'Donald가 심리학에 관심이 있고 성취 동기가 높다면 1학년 학생으로서 그는 다음을 수행할 가능성이 높습니다.', 'choices': ['자신이 잘할 수 있다는 것을 알고 있는 심리학 입문 과목 수강', '많은 새로운 정보를 접할 수 있지만 수업 이수에 어려움을 겪을 가능성이 있는 상급 대학원 세미나에 등록', '심리학 수업은 이미 그 내용을 충분히 공부했으므로 수강 제외', '성공을 위해 열심히 공부하고 새로운 것을 배울 수 있는 상급 학부 과정에 등록'], 'answer': 4}"
generation-for-nlp-994,한국사,필요 없음,"그러는 동안 인디언들은 그들 주위를 조용히 찾아왔고 냉담한 모습을 보인 적도 있지만, 누구든 근처에 접근하면 도망가곤 했다. 한번은 그들이 일하던 곳에서 저녁을 먹으러 나가자 도구를 훔쳐간 적도 있었다. 그런데 3월 16일즈음 그중 한 인디언이 담대하게 다가와 그들에게 서투른 영어로 말을 걸었는데, 잘 이해할 수 있었고 그 사실에 놀랐다. 마침내 그들은 대화를 통해 그 인디언은 이곳 사람이 아니며 일부 잉글랜드 선박이 고기를 잡으러 오는 동부 사람이라는 점을 알게 되었다. 선박 사람들을 통해 인디언은 얼굴이 알려졌고 잉글랜드 사람들의 이름도 잡다하게 알게 되었을 뿐더러 영어도 익혔다. 자기가 살던 동쪽 지방의 사정에 관하여 많은 것을 잉글랜드 사람들에게 알려주어 많은 도움이 되었고, 이는 나중에 이익으로 이어졌다. 여기에 있는 사람들의 이름, 수, 권력, 상황, 그곳으로부터의 거리, 추장이 누구인지에 대해서도 말이다. 그의 이름은 사모세트였다. 그는 또한 잉글랜드에도 다녀왔고 자기보다 영어를 더 잘한다는 이곳 출신 스콴토라는 또 다른 인디언의 이야기를 해 주었다.",,"{'question': '위 구절의 윌리엄 브래드포드의 관점을 가장 잘 표현한 것은 다음 중 무엇입니까?', 'choices': ['좋은 인디언은 죽은 인디언뿐입니다.', '미국 원주민들은 기독교로 개종해야 합니다.', '아메리카 원주민은 새로운 식민지에 통합되어야 합니다.', '아메리카 원주민이 영어를 배우고 문화중개자 역할을 할 수 있다는 점에 놀랐습니다.'], 'answer': 4}"
generation-for-nlp-1006,사회,필요 없음,"대형 신발 공장 파업 중 헐 하우스에서 열린 소녀 노동자 모임에서 진행된 토론을 통해, 가장 쉽게 겁먹고 항복한 파업 노동자는 당연히 식비를 내는 소녀들이었으며, 지나치게 뒤처지면 퇴출될까봐 두려웠음이 분명해졌다. 특별한 고난이 있었던 사건을 낭독한 후 그중 하나는 이렇게 외쳤다. ""우리만의 기숙 클럽이 있어 이럴 때 서로 돕는다면 좋지 않을까?"" 그 후 사건은 빠르게 진행되었다. 우리는 ... 그러한 사업의 어려움과 장점을 모두 논했고, 1891년 5월 1일 헐 하우스 근처에 두 개의 편안한 아파트를 임대하고 가구를 놓았다. 복지관은 가구를 책임지고 첫 달 임대료를 지불했지만, 이후에는 회원들이 직접 클럽을 관리했다.… 3년차 말, 클럽은 원래 건물에 있던 아파트 6개를 모두 점유했으며 회원 수는 50명이었다.",,"{'question': '위 구절의 관점이 가장 직접적으로 뒷받침하는 정치적 목표는 다음 중 무엇입니까?', 'choices': ['여성 참정권', '신뢰파괴', '더 큰 노동조합의 권리', '정치기구 약화'], 'answer': 3}"
generation-for-nlp-1161,사회,필요 없음,"여성들이여, 깨어나라. 이성의 종소리가 우주 전체에 울려 퍼지노니, 당신의 권리를 찾아라. 노예가 된 남성은 자신의 힘을 몇 배로 키웠으나, 자유의 몸이 되고 난 뒤에는 자신의 동반자를 부당하게 대했다. 오, 여성들이여, 여성들이여! 그대들은 언제 눈을 뜰 것인가? 그대들이 혁명으로부터 얻은 이익은 무엇인가? 더욱 두드러진 냉소, 더욱 확실한 경멸. 지도자들이 계속해서 고집한다면, 우월성을 주장하는 그들의 공허한 가식에 이성의 힘으로 용기 있게 맞서라. 어떤 장애물이 당신 앞을 가로막든, 스스로를 해방할 힘은 본인에게 있다! 올랭프 드 구주, “여성과 여성 시민의 권리 선언”, 1791 독립? 내가 원했던 그 어떤 것도 성취되지 않았습니다. 내 아이들이 교육 받을 기회가 있으리라 기대했건만 그들은 교육 받지 못했습니다. 우리는 과거에도 가난한 소작농이었고, 지금도 가난한 소작농입니다. 변한 건 아무 것도 없습니다. 모든 게 똑같습니다. 우리가 자유롭고, 전쟁이 끝났으며, 두려움 없이 일할 수 있다는 사실. 오직 그것 말고는 변한 게 아무 것도 없습니다. 할리마 곰리, 알제리 독립 전쟁 이후 1970년대 인터뷰",,"{'question': '첫 번째 글에서 알 수 있는 혁명과 젠더에 관한 사실은 무엇입니까?', 'choices': ['혁명적 진보주의가 언제나 성평등을 염두에 두는 건 아니다.', '혁명 시대에 여성은 일반적으로 지도자 역할을 맡는다.', '여성은 혁명을 거의 지지하지 않기 때문에 혁명으로부터 받은 이점이 없다.', '혁명운동은 일반적으로 여성의 권리에 관심이 없다.'], 'answer': 1}"
generation-for-nlp-1196,세계사,필요 없음,"아래의 글은 무역 특권 확대를 원한 영국 조지왕 3세의 외교 사절단에 대한 중국 황제의 답변입니다(1793). 이상하고 비싼 물건에는 관심이 없습니다. 제가 왕께서 보낸 조공을 수락하라고 명했다면 그것은 오직 그 먼 곳에서 그것들을 보낸 당신의 마음을 고려해서 입니다. 사절단이 직접 봐서 알겠지만 그 모든 것은 우리에게도 있습니다. 저는 이상하거나 기발한 물건에는 가치를 두지 않으며, 당신의 나라가 만든 물건은 우리에게 쓸모가 없습니다. 왕이시여, 앞으로 더 큰 헌신과 충성을 보여주시어 우리 왕좌에 영구히 복종하셔야 평화와 번영을 누리실 수 있을 것입니다.",,"{'question': '위 글에 따르면 영국 물건에 대한 중국의 반응은 어떻습니까?', 'choices': ['탁월한 기술력에 감탄함', '물건의 낯섦에 매료됨', '뇌물로 간주하여 기분 나빠함', '물건을 복종의 행위로 해석함'], 'answer': 4}"
generation-for-nlp-1212,국제,필요 없음,"린 쩌쉬, 중국 무역 대표, 빅토리아 여왕에게 보낸 편지, 1839. 그렇다면 어떤 논리에 따라 이 외국인들은 보답으로 독약을 보내는 것인가? 이들이 마음속에 그런 사악한 의도를 품고 있다는 건 아니나 이들의 부에 대한 욕심으로 인해 우리에게 입히는 피해에 대해 전혀 신경 쓰지 않고 있다는 사실을 분명히 주장하는 바이다! 그렇다면 우리는 하늘이 모든 인간에게 심어주신 양심은 어디에 있는지 묻고 싶다. 당신의 나라에서도 아편은 철저하게 금지되어 있다고 들었다. 이는 아편이 인류에게 얼마나 해로운지 당신도 잘 알고 있다는 강력한 증거다. 당신의 나라에 해를 끼치지 않도록 금지한 약물이라면 이 해로운 약이 다른 나라로 넘어가게 두어서도 아니되며, 그 무엇보다 내륙으로 들어가게 해서는 안된다! 중국에서 수출하는 물건 중에 인류에게 어떠한 형태로든 유익하지 않은 물건은 없다.",,"{'question': '위 글의 저자가 자신의 호소의 근거로 삼고 있는 것은 무엇입니까?', 'choices': ['자국에서 해롭다는 이유로 금지된 물질을 다른 나라에 파는 건 위선이다.', '유교의 가르침은 모든 마약류 사용을 본질적으로 부도덕하다고 보아 금지한다.', '중독 때문에 중국은 무역수지 적자를 겪고 있다.', '영국은 현명하지 못하게도 군사적으로 더욱 강국인 나라의 분노를 사는 리스크를 졌다.'], 'answer': 1}"
generation-for-nlp-1221,독해,필요 없음,"나는 기둥 옆을 걸으며 무슨 일인지 물었다. 병사가 대답했다. “매일 더 많은 수가 징집됩니다. “우리 중 일부는 15살에 황하강 북쪽으로 보내졌습니다. 이제 40살이 되었는데 서쪽의 막사로 가라고 합니다. 첫 번째 파병 때 마을의 촌장이 우리 머리띠를 묶어줘야 했습니다. 마을에 돌아오니 우리 머리가 하얗게 세었는데도 정세는 불안합니다. 전방의 막사들은 피가 바다를 채울 만큼 흐릅니다. 하지만 무제의 영토 욕심은 사그라들지 않습니다. 한족의 땅에서 산 동쪽의 수 백 곳의 구역에는 수 만 호의 마을에 가시나무만 가득합니다. 아낙네들도 괭이와 쟁기를 다룰 만큼 강하다면 작물을 기를 수 있겠지만 밭은 이미 다 망가졌습니다. 전사로 이름난 산시성 사람들에게는 더 힘듭니다. 남자라면 마치 개나 닭처럼 모조리 끌려왔습니다. “물어봐 주신 건 고맙지만, 불평하는 건 군인의 임무가 아닙니다. 우린 고개를 저을 뿐입니다. 올 겨울만 해도 산시성 부대는 집으로 가지 못했습니다. 세금 징수원은 세금을 요구합니다. 하지만 그럴 돈이 어디 있습니까? 돌에서 피를 짜내라고 하십시오! 지금 아들을 낳는다면 운이 없는 겁니다. 오히려 딸이 낫습니다. 차라리 시집을 보내 옆집에 살게 할 수 있으니까요. 아들은 어디 머나 먼 땅에서 죽어 있겠죠.”",,"{'question': '이 시의 세 번째 연에 나오는 세금 논의에서 직접적으로 알 수 있는 것은 무엇입니까?', 'choices': ['지방에서도 확인할 수 있는 당나라의 강한 관료주의', '징병이 필요 없는 당나라의 대규모 직업 상비군', '상대적으로 진보한 당나라의 농업 기술', '당나라 중국의 상대적으로 높은 수준의 도시화'], 'answer': 1}"
generation-for-nlp-1229,사회,필요 없음,"이들의 남성은 성적 질투심이 없다. 이들 중 누구도 아버지로부터 계보를 물려받지 않으며 오히려 외삼촌으로부터 물려받는다. 남자는 자신의 아들들을 제외한 자매의 아들들에게만 재산을 물려줄 수 있다… 이들은 기도를 빠뜨리지 않고, 피크(이슬람 법학)를 공부하며 마음으로 꾸란을 배운다. 여성들 또한 남성 앞에서 겸손하지 않으며 꾸준히 기도를 하지만 베일을 쓰지 않는다. 결혼을 원하는 자가 있다면 할 수 있으나 여성은 남편과 함께 떠나지 않으며 이를 원하는 경우에도 여자의 가족들이 막는다. 여성들은 결혼이 금지된 범위(형제, 아버지 등) 밖의 남성들 중에 친구와 동반자를 가진다. 마찬가지로 남성들 역시 금지된 범위 밖에서 동반자를 갖는다. 이 중 하나가 자신의 집에 동반자와 함께 있는 아내를 찾으러 들어가도 비난하는 사람은 없다. - 1300년대 이븐 바투아의 말리 여행 기록에서 발췌",,"{'question': '말리인들이 자신의 무슬림 신앙을 진지하게 여겼음을 위의 글 어디에서 알 수 있습니까?', 'choices': ['계보가 모계에서 내려온다.', '이슬람법을 신실하게 배운다.', '남자들은 성적 질투심에 넘어가지 않는다.', '사람들은 성별에 관계없이 누구와도 우정을 나눈다.'], 'answer': 2}"
generation-for-nlp-1231,사회,필요 없음,"""텡크테리족의 등장 이전에는 브루크테리족이 등장했지만, 현재 일반적으로는 차마비족과 앙그리바리족이 그들의 정착지에 들어가 쫓아낸 이후 [이웃] 부족의 도움으로 그들을 완전히 절멸시켰다고 여겨진다. 이들은 폭정에 대항하고자 행동했거나 약탈의 유혹 때문에, 또는 하늘의 [호의적인] 뜻에 따라 행동했던 것이다. 갈등의 광경으로 인한 원한은 일어나지도 않았다. 6만 명이 넘는 목숨이 로마의 병력과 무기 아래 쓰러진 것이 아니라 훨씬 더 거대한 것을 위해 위해 기꺼이 스러졌다. 부디 부족들이 우리에 대한 사랑은 아니더라도 서로에 대한 증오는 항상 간직하기를 기도한다. 운명은 제국의 손에 의해 우리가 몰락하게 만들었지만, 운명이 가져오는 적들 사이의 불화만큼 더 큰 축복은 존재하지 않기 때문이다.”",,"{'question': '위 발췌에 표현된 견해는 로마 사회의 어떠한 점을 가장 극명하게 보여주고 있습니까?', 'choices': ['야만 민족에 대한 혐오', '야만인들의 공격에 대한 우려', '귀족사회의 스토아 철학 부재', '대규모 군대 유지'], 'answer': 2}"
generation-for-nlp-1281,국제,필요 없음,"“아프리카가 세계 평화에 기여할 수 있는 가장 큰 방법은 정치적 연합을 구성해 내부 분열에 내재되어 있는 모든 위험을 피하고 성공적인 연합 구성을 통해 분열된 세계에 모범을 보이는 것입니다. 아프리카 국가들의 연합은 아프리카의 특성을 보다 효과적으로 대표할 것입니다. 이를 통해 크기와 영향력만을 중요시하는 세계에서 존경을 받을 것입니다. 세계 각국은 사하라 사막에서 프랑스가 실시한 원자 폭탄 실험에 대한 아프리카의 반대에 거의 관심을 주지 않았으며, 콩고 공화국이 무정부 상태로 혼란스러운 와중에 콩고에서 유엔이 헌법적 미묘함을 두고 이의를 제기하는 불명예스러운 광경은 열강들이 아프리카의 독립성을 완전히 무시한다는 증거입니다.""",,"{'question': '다음 중 은크루마가 아프리카가 ""분열에 내재된 모든 위험을 피해야 한다""고 생각하는 이유를 설명하는 것은?', 'choices': ['아프리카 국가들은 연합 없이는 독립을 얻어낼 수 없다.', '많은 아프리카 국가들을 혼란에 빠지게 한 것은 분열이다.', '아프리카 대륙은 이미 내전을 경험했다.', '세계 공동체는 권력을 규모와 영향력의 기능으로 본다.'], 'answer': 4}"
