id,topic,prior_knowledge_needed,paragraph,question_plus,problems
generation-for-nlp-2218,부동산,필요 없음,"수도권에 이어 서울 아파트값도 4개월여 만에 하락했다. 전·월세 임대소득 과세 강화 방침을 담은 ‘2·26 주택 임대차 시장 선진화 방안’ 발표 이후 투자자들의 관망세가 짙어진 결과로 풀이된다. 하지만 강남권의 고가 분양 아파트와 경매시장에는 실수요자들이 몰리면서 양극화 현상이 나타나고 있다.한국감정원은 지난 14일 기준으로 서울 아파트 매매 가격이 전주보다 0.02% 하락했다고 17일 발표했다. 서울 아파트값이 떨어진 것은 지난해 12월2일(-0.01%) 이후 18주 만이다. 지난달 24일부터 하락하기 시작한 강남권 아파트값은 전주보다 0.04% 떨어지며 이전주(-0.02%)보다 하락폭이 커졌다. 같은 기간 강북권도 상승폭이 0.03%포인트 둔화되며 서울 아파트값 하락세를 부채질했다.그러나 투자 수요가 줄어든 반면 새 아파트에 관심을 갖는 실수요자들이 늘면서 3.3㎡당 분양가가 3000만원을 웃도는 고가 강남권 분양 아파트는 잇따라 분양에 성공했다. 서울 논현동 ‘아크로힐스 논현’(3.3㎡당 3080만원)은 지난 16일 1순위 청약에서 6.3 대 1의 경쟁률을 기록하며 모든 주택형이 마감됐다. 앞서 분양된 역삼동 ‘역삼 자이’(3.3㎡당 3150만원)도 평균 1.8 대 1의 경쟁률로 순위 내 마감에 성공했다.법원 경매시장에서도 강남3구 아파트 인기는 뜨겁다. 부동산태인에 따르면 지난달 강남3구(강남·서초·송파) 아파트의 평균 낙찰가율(감정가 대비 낙찰가 비율)은 86.6%로 전년 동월(77%), 전월(85.7%)과 비교해 상승했다. 박원갑 국민은행 부동산 전문위원은 “투자자가 많은 재건축 아파트 매수 수요는 줄어든 반면 실수요자들이 선호하는 새 아파트와 경매시장은 활기를 띠고 있다”고 설명했다.",,"{'question': '서울 아파트값이 하락한 이유로 가장 적절한 것은 무엇인가?', 'choices': ['전·월세 임대소득 과세 강화', '강남권 아파트의 분양 성공', '실수요자들의 증가', '경매시장의 활성화', '부동산 투자자들의 증가'], 'answer': 1}"
generation-for-nlp-2219,국제,필요 없음,"최근 중국에서 발생한 신종 인플루엔자(AI)인 ‘H7N9’이 비둘기에서 전염된 것으로 나타났다. 상하이시 정부는 5일부터 닭 오리 비둘기 등 가금류를 대량 살처분하기 시작했다. 신종 AI 감염 사망자는 1명 더 늘었다.사우스차이나모닝포스트 등은 중국 농업부가 상하이 시장에서 채취한 비둘기 샘플에서 H7N9 조류 인플루엔자 바이러스를 검출했다고 이날 보도했다. 비둘기 샘플에서 검출한 H7N9형 AI 바이러스가 감염환자에서 발견한 바이러스 종류와 매우 비슷하다고 판정된 것이다.상하이시는 쑹장지구 농산물 판매시장에 있는 비둘기 닭 오리 등의 가금류를 살처분하고, 비둘기의 유통 경로 조사에 착수했다. 베이징시도 시중 병원에 H7N9 진단 시약을 배포하는 등 바이러스 확산 대비책 마련에 나섰다.감염 환자가 추가로 발생하지는 않았지만 사망자는 또 나왔다. 저장성 위생청에 따르면 후저우시에서 살던 64세의 감염환자 장모씨가 전날 숨졌다. 지금까지 감염환자 14명 중 6명이 사망한 것이다. 그러나 이 환자가 발병 후 접촉한 50여명을 조사한 결과 아직 이상 징후는 발견되지 않은 것으로 알려졌다.중국 보건당국은 “중국은 세계보건기구(WHO)와 투명하고 개방적으로 정보를 교환하고 있다”며 “이번 사태에 대해 감시를 강화하고 정보를 신속하게 공개하겠다”고 밝혔다. 정부가 발병 환자 수를 조작하고 있다는 글이 인터넷을 통해 유포되자 취한 조치다.",,"{'question': 'H7N9 조류 인플루엔자 바이러스가 비둘기에서 검출된 도시는 어디인가?', 'choices': ['베이징', '상하이', '후저우', '저장성', '광저우'], 'answer': 2}"
generation-for-nlp-2220,부동산,필요 없음,"최근 주택경기가 회복 조짐을 보이면서 올 들어 경매 시장에 나오는 수도권 아파트 수가 빠르게 감소하고 있다. 경매로 집을 구입하려는 경쟁은 치열해져 응찰자와 낙찰가율(감정가 대비 낙찰가율)은 높아졌지만, 정작 경매 물건 자체는 줄어든 셈이다. 일반 주택 거래가 늘고 가격이 오르면서 경매에 부쳐지는 물건이 줄고, 경매 취하율은 높아졌기 때문이다.3일 법원경매전문업체인 지지옥션에 따르면 지난달 수도권 경매 법정에 나온 아파트 신건 수(처음 입찰에 부쳐진 물건 수)는 총 918건으로 집계됐다. 작년 12월 1208건에 비해 약 24% 감소한 것이다. 올해 1월(921건)에 비해서도 소폭 줄었다.수도권 아파트의 월간 경매 신건 수는 작년 10월 1582건으로 사상 최고치를 기록했다. 경매 입찰이 통상 경매 신청 후 6개월~1년 뒤에 진행되는 것을 감안하면 이들 물건에 대해 경매가 신청된 시기는 2012년 하반기부터 지난해 상반기까지다. 주택시장의 체감경기가 최악이던 때다. 일반 거래시장에서 집이 팔리지 않자 집주인들이 은행 대출금 등 빚을 갚지 못해 경매로 내몰린 것이다.그러나 작년 하반기부터 경매 신청 건수가 줄어든 것으로 추정된다. 또 올 들어선 경매 취하율이 높아졌다. 지난 1월 경매를 취소한 비율은 평균 6.1%로 작년 같은 시기(5%)보다 높아졌다. 신규물건과 유찰물건을 합산해 계산하는 전체 경매진행 건수도 동반 감소하고 있다.",,"{'question': '올해 1월 수도권 아파트의 경매 취소 비율은 얼마였는가?', 'choices': ['5.0%', '6.1%', '7.5%', '4.5%', '8.0%'], 'answer': 2}"
generation-for-nlp-2223,사회,필요 없음,"성매매자를 형사 처벌하는 성매매특별법 위헌 여부를 놓고 9일 헌법재판소에서 첫 공개변론이 열린다.‘성매매 알선 등 행위의 처벌에 관한 법률’ 21조 1항은 ‘성매매를 한 사람은 1년 이하의 징역이나 300만원 이하의 벌금·구류·과료에 처한다’고 정하고 있다. 성매매한 남성과 여성 모두 처벌 대상이다. 2012년 7월 서울 동대문구 전농동에서 화대 13만원을 받고 성매매하다 적발돼 재판에 넘겨진 여성 김모씨가 법원에 제청을 신청했고, 같은 해 12월 서울 북부지법은 위헌법률 심판을 제청했다. 김강자 전 서울 종암경찰서장과 박경신 고려대 로스쿨 교수가 위헌 주장을, 오경식 강릉 원주대 법학과 교수와 최현희 변호사가 합헌 주장을 펼칠 예정이다.위헌 주장을 펴는 쪽은 이 법이 제정된 당초 취지와 달리 성매매 여성을 보호하지 못하고 있다고 지적한다. 김씨는 “성매매 여성을 처벌하는 것은 기본권과 평등권을 침해한 것”이라고 주장했고, 당시 법원은 “개인의 성행위와 같은 사생활의 내밀한 영역에 속하는 부분에는 국가가 간섭과 규제를 가능하면 자제해 개인의 자기결정권에 맡겨야 한다”고 제청 사유를 밝혔다.",,"{'question': '성매매특별법의 위헌 여부에 대한 공개변론이 열린 날짜는 언제인가?', 'choices': ['9일', '12월', '7월', '21조 1항', '2012년'], 'answer': 1}"
generation-for-nlp-2246,국제,필요 없음,"포스코건설이 제안한 ‘제로에너지 건축물 구현을 위한 최적화 설계방안 개발’ 과제가 영국 외무부의 지원을 받게 됐다.포스코건설은 ‘제로에너지 건축물 구현을 위한 최적화 설계방안 개발’ 과제가 영국 외무부가 운영하는 펀드 프로그램 지속 가능성 분야에 선정됐다고 12일 발표했다. 내년 3월까지 포스코건설은 영국 케임브리지대와 공동으로 과제를 수행할 예정이며, 이 기간 동안 총 1만5000파운드(약 2500만원)의 연구기금을 지원받는다.포스코의 제안은 에너지 유출량을 최소화하고 태양광 지열 등을 활용해 자체 에너지를 생산하는 건축물을 설계하는 방안이다. 제로에너지 건축물에선 소비하는 에너지와 건물의 신재생에너지 발전량을 합산해 에너지 소비량이 제로(0)가 된다. 영국 외무부는 2011년부터 전 세계적으로 규제개혁, 저탄소, 건강, 정보기술(IT), 반부패, 세계 경제정책, 미래도시 분야를 성장시키기 위해 번영기금을 운영하고 있다. 한국에서는 정부기관, 비영리단체, 학계, 연구기관 등 매년 약 15개 기관을 선정해왔고, 기금 설립 이래 국내 민간 기업을 채택한 것은 이번이 처음이다.",,"{'question': '포스코건설이 제안한 과제가 지원을 받게 된 기관은 어디인가?', 'choices': ['영국 외무부', '한국 정부', '케임브리지대', '유럽연합', '세계은행'], 'answer': 1}"
generation-for-nlp-2267,경제,필요 없음,"검찰이 김영준 전 대양상호신용금고 회장(55·사진)을 상대로 수사에 나선 것은 지난 3월 증권선물위원회가 이화전기공업과 김 전 회장 등을 사기적 부정거래 등 혐의로 고발하면서부터다. 금융감독원의 조사 결과 이화전기는 2013년 해외관계사의 파산신청 등 사실을 증권신고서에 기재하지 않고 유상증자를 실시해 김 전 회장 등이 96억원 상당의 부당이득을 챙긴 것으로 드러났다.이후 서울남부지검 금융조사2부(부장검사 이진동)는 4월 이화전기 본사와 대표 자택 등을 압수수색하면서 횡령 및 주가조작 등 김 전 회장과 관련한 상당수 혐의를 추가로 포착한 것으로 알려졌다. 그 결과 김 전 회장이 이트론, 이아이디 등을 포함해 문어발식으로 여러 상장사를 인수합병(M&A)한 뒤 자금을 유용한 것으로 드러났다. 검찰 관계자는 “시세조종을 통해 주가를 부양해 사적 이익을 챙기고 횡령을 일삼았다”며 “계열사를 사실상 사금고화한 것”이라고 전했다.코스닥시장에 상장돼 있는 이화전기는 대북 송전사업과 관련해 대표적인 ‘대북 테마주’로 꼽힌다. 지난해 1074억원의 매출(연결 기준)을 올린 이 회사의 경영은 김 전 회장의 친동생인 김영선 대표가 맡고 있다. 하지만 검찰은 공식적 직함이 없는 김 전 회장이 차명 주식 보유를 통해 이화전기 및 계열사들을 실질적으로 지배하고 있는 것으로 보고 있다. 시세조종 전문가인 노모씨도 공식적 직함은 없지만 김 전 회장의 재산을 관리하고 있어 이화전기에서 상당한 영향력을 행사했던 것으로 알려졌다.이번 검찰 수사를 통해 그동안 베일에 가려졌던 김 전 회장의 행적이 드러날 수 있을지 주목된다. 과거 이용호 게이트 당시 진흥기업과 대양상호신용금고의 실소유주로 알려졌던 김 전 회장은 2005년 2년 6개월간 복역을 마치고 출소한 뒤 모든 자산을 차명으로 돌리고 경영 일선에서 자취를 감췄다.은행원 출신으로 서울 명동에서 사채업을 한 것으로 알려진 김 전 회장은 중소기업 M&A 시장의 ‘큰손’으로 통한다. 그가 차명으로 소유하고 있는 기업만 20여개가 넘는 것으로 전해진다. 차명으로 보유한 재산도 정확한 추정이 불가능할 정도로 상당한 것으로 알려졌다. 그는 현재 이화전기의 계열사 3~4군데뿐만 아니라 미국계 자원개발회사인 K사와 바이오업체 N사 등 여러 기업의 주가 조작에 연루됐다는 의혹도 받고 있다.검찰은 김 전 회장의 신병을 확보하는 대로 추가 조사를 벌인 뒤 구속 기소할 계획이다. 한편 김 전 회장이 과거에도 도주 행각을 벌였다는 점에서 이번엔 검찰의 추적을 얼마나 따돌릴 수 있을지도 관심이 모아진다. 김 전 회장은 대검찰청이 이용호 게이트 수사에 나선 2001년 9월 잠적했다가 4개월 만인 2002년 1월 차정일 특별검사팀에 체포됐다. 당시 그는 이 전 회장이 벌인 정·관계 로비의 배후로도 지목됐다. 체포 당시 김 전 회장은 서울 청담동의 고급 빌라에 머물며 강남 일대 유흥가에서 재벌 행세를 한 것으로 알려졌다. 일각에서는 김 전 회장이 이용호 게이트 당시 금융당국과 정·관계 등을 상대로 광범위한 로비를 벌인 정황 등을 감안하면 이번 수사가 또 다른 ‘게이트’로 비화될 가능성도 거론된다. 그러나 검찰은 “현재까지 특별히 로비와 관련한 증거 등이 발견되지 않았다”고 선을 그었다. 오형주/정소람 기자 ohj@hankyung.com",,"{'question': '김영준 전 대양상호신용금고 회장이 연루된 혐의는 무엇인가?', 'choices': ['사기적 부정거래', '세금 포탈', '자산 매각', '불법 대출', '주식 배당금 횡령'], 'answer': 1}"
generation-for-nlp-2270,경제,필요 없음,"벤 버냉키 전 미국 중앙은행(Fed) 의장(사진)은 1일(현지시간) 자신의 블로그에서 “양적 완화(QE)가 소득불평등을 심화시켰다는 주장에 동의하지 않는다”고 밝혔다. 양적 완화는 중앙은행이 발권력을 동원해 시중 채권을 매입하는 비전통적인 경기부양책으로 버냉키의 ‘작품’이다. 버냉키는 “소득불평등 확대는 세계 경제의 글로벌화와 기술 발전, 그리고 인구구조 및 노동시장의 변화 등 경제구조 변화에 따른 결과”라며 “QE는 디플레이션의 부정적 효과를 완화하면서 경제 회복에 기여했다”고 주장했다.그가 몸 담고 있는 싱크탱크 브루킹스연구소는 이날 ‘QE가 소득불평등을 악화시켰는가’라는 주제로 세미나를 열었다. 세 편의 논문이 발표된 세미나의 결론은 “QE의 최대 승자는 중산층”이라는 것이다. 현지 언론은 QE 효과를 둘러싼 논쟁이 다시 가열되고 있다고 전했다.조시 비번스 경제정책연구소 리서치센터장은 이날 세미나 논문 발표에서 “빈부격차가 확대되고 있는 건 사실이지만 Fed의 책임은 아니다”고 주장했다. 그는 “Fed의 경기부양책은 중산층 이하의 일자리를 늘려 빈부격차를 축소했다”며 “QE가 부자들이 많이 보유하고 있는 주식 가치보다 중산층이 주로 갖고 있는 주택 가격을 더 많이 올렸다”고 설명했다.조시 센터장의 발언은 “QE가 부자들을 은밀하게 도와줬다”는 비판을 반박한 것이다. 노벨경제학상 수상자인 조지프 스티글리츠 컬럼비아대 교수는 “QE가 금융자산 가격을 상승시킴으로써 소득불평등을 심화시키고 있다”고 비판했다. Fed 이사를 지낸 케빈 워시 후버연구소 특별연구위원은 “QE는 가난한 사람을 희생시켜 부자들에게 보상을 주는 역(逆)로빈후드 효과를 불러왔다”고 주장했다. 임금 상승은 정체되고 있는데 금융자산 투자자들의 재산만 불어났다는 지적이다. 이에 대해 매타이스 돕커 노스웨스턴대 경제학과 교수는 세미나에서 “Fed는 부유층을 희생시키면서 중산층을 도와줬다”며 역로빈후드 효과를 반박했다. 그는 양적 완화와 초저금리 정책으로 예금과 채권을 많이 갖고 있는 부유층 은퇴자들이 피해를 본 반면 재산의 대부분을 주택으로 갖고 있는 중산층이 가장 큰 수혜자”라고 설명했다. 워싱턴=장진모 특파원",,"{'question': '벤 버냉키 전 미국 중앙은행 의장이 양적 완화(QE)가 소득불평등을 심화시켰다는 주장에 대해 어떤 입장을 취했는가?', 'choices': ['동의한다', '동의하지 않는다', '모른다', '부분적으로 동의한다', '상관없다'], 'answer': 2}"
generation-for-nlp-2275,경제,필요 없음,"자본금 한푼 없이 사채를 끌어 우량 상조회사를 인수한 뒤 회원들이 적립한 상조비용 등 140억원을 빼돌린 기업사냥꾼들이 검찰에 적발됐다. 이들은 상조업이 금융업처럼 운용돼 현금 유동성은 풍부하나 특별한 규제 장치가 없다는 점을 노렸다. 다른 상조업체에서도 각종 비리 의혹이 끊임없이 제기되고 있어 자금운용에 대한 견제 등 관련 대책 마련이 시급하다는 지적이 나오고 있다. ○검찰, 상조회사 전 대표 등 5명 기소서울중앙지검 형사2부(부장검사 전형근)는 무자본 인수합병(M&A)으로 상조업체 그린우리상조를 사들인 뒤 140억원을 유용한 혐의(특정경제범죄 가중처벌법상 횡령)로 이 회사 전 대표 최모씨(51)와 송모씨(42), A홀딩스 대표 육모씨(40) 등 3명을 구속 기소했다고 12일 밝혔다. 또 이들의 계획을 알고도 돈을 대준 사채업자 김모씨(53) 등 2명을 불구속 기소하는 한편 이 회사 전 이사 등 달아난 공범 2명을 기소중지하고 지명수배했다.검찰에 따르면 최씨와 송씨는 지난해 2월 소위 ‘찍기성’ 초단기 사채를 끌어들여 마련한 130억원으로 당시 M&A 매물로 나와 있던 그린우리상조를 인수했다. 130억원 중 65억원은 사채업자 김씨로부터 조달받았다. 그린우리상조는 당시 자산 규모 220억원, 회원수 4만명으로 업계 9위의 우량 업체였다. 인수 직후 이들은 회삿돈을 빼돌리기 시작했다. 잔금을 치르면서 김씨가 전주로부터 끌어온 잔금 43억원을 갚기 위해 전주에게 그린우리상조 소유의 자기앞수표(43억원 상당)를 불법 제공했다. 인수 닷새째에는 회삿돈 65억원을 육씨 소유의 A홀딩스에 빌려주는 것처럼 꾸며 사채 자금을 갚는 데 사용했다. 최씨 등은 이후 아파트 시행사업 자금 마련을 목적으로 같은 해 3월부터 4월까지 세 차례에 걸쳐 44억원을 추가로 빼돌린 것으로 조사됐다. 비슷한 시기 여의도에 지점을 낸 뒤 해당 지점에서 회사 소유 주식과 채권 등을 몰래 팔아 챙긴 24억원을 나이트클럽 투자와 개인 생활비 등으로 사용한 것으로 드러났다. 최씨 등이 인수 2개월 만에 이같이 돈을 유용하면서 재정난에 빠진 회사는 결국 지난달 폐업했다. ○업계 비리 만연 … “견제 장치 필요”상조업계는 사실상 금융업을 하는데도 규제 장치가 거의 없어 이 같은 비리가 일어나기 쉽다는 지적이다. 검찰 관계자는 “상조 서비스 제공 전에 소비자가 대금을 선납하는 방식으로 운용하는 등 사실상 보험업과 비슷한 구조인데도 금융감독원의 감독을 받지 않아 자금 운용에 문제가 많다”며 “실제 서비스할 때까지 오랜 시간이 걸리는 탓에 현금 유동성이 풍부한 것도 범죄의 표적이 되기 쉬운 요인”이라고 설명했다. 현재 상조업계는 할부거래법상 공정거래위원회의 규제를 받지만 법정 선수금 보전 비율 등 외에는 자금 운용에 특별한 견제 장치가 없다는 게 법조계의 설명이다. 공정거래위원회에 따르면 올해 5월 기준 전국의 상조 업체 고객은 349만명으로 이들이 납부한 선수금(매달 납입하는 금액) 규모만 2조8863억원이다. 백대용 법무법인 세종 변호사는 “최근 상조업계는 영세 업체가 난립하고 자금 횡령 사례가 늘면서 소비자들이 돈을 내고도 서비스를 받지 못하는 경우도 많아 관련 제도 개선이 시급하다”고 지적했다.",,"{'question': '상조회사 그린우리상조를 인수한 후 140억원을 유용한 혐의로 기소된 전 대표의 이름은 무엇인가?', 'choices': ['최모씨', '김모씨', '육모씨', '송모씨', '백대용'], 'answer': 1}"
generation-for-nlp-2290,경제,필요 없음,CJ그룹은 이재현 회장에 대한 검찰의 수사 결과 발표에 대해 “수사 결과를 겸허히 받아들이고 앞으로 재판에 성실히 임하겠다”며 “국민께 심려를 끼쳐드려 죄송하다”고 18일 밝혔다. 검찰이 해외 비자금 조성과 운영에 활용됐다고 발표한 영국령 버진아일랜드의 페이퍼컴퍼니를 모두 정리하겠다는 뜻도 나타냈다. 이 회장은 버진아일랜드에 있는 로이스톤 등 7개 페이퍼컴퍼니를 통해 546억원의 세금을 내지 않았다는 혐의(특정범죄가중처벌법상 조세포탈)를 받고 있다. CJ그룹 측은 구속 영장에서 검찰이 제기한 혐의 이외에 추가 혐의가 나오지 않은 것에 대해서는 그나마 다행이라는 반응을 내비쳤다. CJ그룹 관계자는 “이 회장의 구속 기소는 어느 정도 예견됐던 일이기 때문에 그룹 내부적으로 담담하게 받아들이는 분위기”라며 “변호인단과 협의해 대응해 나가겠다”고 말했다. CJ그룹은 지난 2일 출범한 5인 비상경영위원회의 주요 현안에 대한 의사결정과 계열사 최고경영자(CEO)들의 책임경영을 통해 이 회장의 공백에 따른 부작용을 최소화할 계획이다. 한편 이 회장의 병보석 신청에 대해서도 관심이 모아지고 있다. 이 회장은 말기 신부전증과 샤르코마리투스 등을 앓고 있어 건강이 매우 좋지 않은 것으로 알려졌다. CJ 관계자는 “병보석 신청 여부는 결정하지 않았다”고 말했다.,,"{'question': 'CJ그룹 이재현 회장이 받고 있는 혐의는 무엇인가?', 'choices': ['특정범죄가중처벌법상 조세포탈', '횡령', '사기', '배임', '공직선거법 위반'], 'answer': 1}"
generation-for-nlp-2299,부동산,필요 없음,"서울 아파트 월세 물량이 많아지면서 ‘월세전환율’이 떨어지고 있는 것으로 나타났다. 월세전환율은 전세를 월세로 바꿀 때 적용하는 이자율을 말한다. 월세전환율이 클수록 전세를 월세로 돌린 집주인이 매달 얻는 수익도 많다는 뜻이다.16일 부동산정보업체 리얼투데이가 2010년 10월부터 올해 1월까지 공개된 서울의 전·월세 자료를 분석한 결과 올초 월세전환율은 6.33%였다. 2011년 10월 6.7%와 비교하면 0.37%포인트 하락했다. 2011년 3월 기록한 최고치(7.13%)에 비하면 0.8%포인트나 떨어진 수치로, 지난 2년여간 계속 하락세를 유지하고 있다.월세전환율은 전세를 월세로 환산하기 위한 수단이다. 1억원짜리 전세를 집주인이 보증부 월세로 바꿔 5000만원을 보증금으로 받고 나머지 5000만원을 월세로 받을 경우 월세전환율이 1%면 매달 50만원씩, 연간 600만원의 월세 수입을 얻을 수 있다. 연 이자율로 따지면 12%가 된다. 투자자나 집주인이 투자자금을 확보하기 위해 목돈을 받는 전세보다는 매월 안정적인 수입을 확보할 수 있는 월세를 선호하면서 월세 물량 자체가 크게 늘었다. 이에 따라 월세전환율은 점차 하락하고 있지만 여전히 시중 정기예금 금리의 두 배 수준을 유지하고 있어 월세로 전환하려는 움직임은 활발하다. 서울시 아파트 월세 거래 건수는 2010년 1만2064건에서 2011년 2만7751건, 지난해에는 2만7299건으로 계속 늘고 있다.김지연 리얼투데이 과장은 “월세전환율이 낮아지는 것은 월세를 적게 받더라도 전세를 월세로 돌리고 싶어하는 집주인이 그만큼 늘어났다는 의미”라고 말했다.",,"{'question': '서울 아파트 월세전환율이 하락한 이유는 무엇인가?', 'choices': ['전세를 월세로 전환하려는 집주인이 늘어났기 때문', '전세 가격이 급등했기 때문', '시중 정기예금 금리가 하락했기 때문', '부동산 시장의 전반적인 침체 때문', '정부의 부동산 규제가 강화되었기 때문'], 'answer': 1}"
generation-for-nlp-2302,경제,필요 없음,"지난 1분기 미국의 경제성장률이 예상보다 둔화된 것으로 나타났다. 이에 “고용과 소비, 기업 투자가 늘어나고 주택 시장은 강한 회복세를 보이고 있다”면서 지난 19일 양적완화 정책의 출구전략 로드맵을 제시했던 벤 버냉키 미국 중앙은행(Fed) 의장(사진)의 경기 진단이 틀렸을 수도 있다는 분석이 나오고 있다. Fed가 출구전략 시행 시기를 늦출 수도 있다는 기대감에 26일 미국 증시는 상승세로 출발했다. 미국 상무부는 1분기 미국의 국내총생산(GDP) 증가율이 시장 전망치(2.4%)를 크게 밑도는 1.8%로 최종 확정됐다고 이날 발표했다. 버냉키 의장의 진단과 달리 소비, 투자, 수출 등 대부분 분야에서 경기가 예상보다 부진했던 탓으로 분석된다. 상무부는 지난 4월 말 잠정치(2.5% 증가)에 이어 지난달 말 수정치(2.4%)를 발표했지만 최종 확정치에서 예상을 크게 벗어난 결과를 내놓았다. 미국은 분기별 GDP 증가율을 잠정치 수정치 확정치 등 세 차례로 나눠 발표한다.1분기 GDP 증가율 확정치가 잠정치나 수정치에 비해 하향 조정된 것은 개인 소비지출이 당초 예상보다 조금밖에 늘어나지 않았기 때문이다. 소비는 미국 경제활동의 70%를 차지한다. 1분기 개인 소비지출은 2.6% 늘어나는 데 그쳐 잠정치였던 3.4%보다 0.8%포인트나 줄었다. 소비 경기가 불투명해지자 기업들도 투자를 줄였다. 1분기 기업 고정투자 지출은 잠정치인 2.2% 증가에서 0.4% 증가로 대폭 낮아졌다. 그나마 주택 시장이 견조한 회복세를 이어가면서 GDP 증가율을 떠받쳤다. 주택 건설·수리 등을 포함한 주거용 투자는 14% 늘어나 잠정치(12.1% 증가)를 웃돌았다. 지난 3월부터 시작된 미국 연방정부의 예산 자동삭감(시퀘스터) 후폭풍도 경기 회복세에 찬물을 끼얹었다. 1분기 연방정부 지출이 전년 동기 대비 8.7%나 줄어들었기 때문이다. 월스트리트저널(WSJ)은 시퀘스터는 2분기 GDP 증가율에 더 큰 영향을 끼쳤을 것으로 분석했다. Fed도 지난 19일 연방공개시장위원회(FOMC) 회의 후 공식 성명서에서 “재정정책이 경제성장의 발목을 잡고 있다”고 했다. 하지만 버냉키 의장은 기자회견에서 “굉장히 강한 역풍(재정 긴축)에도 불구하고 경제가 느리게나마 전진하고 있다는 것은 경제의 각 분야가 개선되고 있다는 뜻”이라고 진단했다.시장의 관심은 버냉키 의장이 1분기 GDP 증가율 확정치를 어떻게 받아들일지에 쏠리고 있다. 자산운용사인 보스턴어드바이저의 제임스 골 포트폴리오매니저는 “시장은 일단 약한 경제지표를 선호한다”며 “그래야 Fed가 출구전략의 속도를 늦출 것이라고 믿기 때문”이라고 말했다. 뉴욕=유창재 특파원/이정선 기자",,"{'question': '1분기 미국의 GDP 증가율이 최종 확정된 수치는 얼마인가?', 'choices': ['1.8%', '2.4%', '2.5%', '3.4%', '0.4%'], 'answer': 1}"
generation-for-nlp-2313,세계사,필요 없음,"이슬람교는 어떻게 생겨났을까. 영국 작가 톰 홀랜드는 《이슬람제국의 탄생》에서 이슬람교의 기원을 ‘제국의 역사’에서 찾는다. 저자는 “이슬람교는 무함마드가 610년 메카 인근에 있는 동굴에서 천사의 계시를 받아 생겨난 것이 아니라 당대 정치와 인간 정서의 산물”이라고 말한다.저자는 7~9세기 아랍제국의 역사에 주목한다. 지중해 연안 전역에 걸쳐 있던 서로마제국이 5세기에 멸망한 뒤 아라비아 일대에는 새로운 체제가 요구됐다. 이런 사회적 맥락에서 페르시아의 조로아스터교, 로마제국의 기독교와 유대교 등 팔레스타인과 아라비아 일대 사람들이 기존에 믿던 종교들이 합쳐져 이슬람교가 탄생했다고 저자는 설명한다. 뱀파이어부터 고대 제국사에 이르기까지 다양한 주제의 책을 써온 저자는 이 과정을 상상력을 더해 극적으로 서술한다.아랍제국이 번성할 수 있었던 것도 유일신을 믿는 이슬람교 덕분이라고 저자는 말한다. 당시 지배층은 종교 교리에서 정치적 힘을 얻었다. 다양한 민족이 한 나라에서 섞일 수 있었던 것도 종교적 가치관을 공유했기 때문이다. 이를 통해 북부에서 시작한 이슬람제국이 초승달지대와 북아프리카까지 세력을 뻗을 수 있었다.저자는 “이슬람교에 대한 연구가 부족한 이유는 마땅한 자료가 없기 때문”이라고 설명한다. 저자는 상상력과 가정을 통해 역사를 재구성한다. 단어의 어원을 이용하는 것이 특징이다. 무함마드의 씨족이 속한 쿠라이시 부족의 기원을 찾는 부분이 그렇다. 저자는 “부족 이름의 어원 ‘카리샤’는 ‘함께 모인’이라는 뜻”이라며 “쿠라이시족은 로마의 동맹 부족이며 무함마드가 로마문화에서 영향을 받았을 것”이라고 주장한다.",,"{'question': '이슬람교의 기원을 설명한 저자의 주장은 무엇인가?', 'choices': ['이슬람교는 무함마드의 계시로 시작되었다.', '이슬람교는 정치와 인간 정서의 산물이다.', '이슬람교는 기독교와 유대교에서 파생되었다.', '이슬람교는 페르시아의 조로아스터교에서 유래되었다.', '이슬람교는 아랍제국의 지배층에 의해 만들어졌다.'], 'answer': 2}"
