id,paragraph,problems,question_plus
generation-for-nlp-986,"""나는 우리와 우리 조상이 영적인 문제에서 행동하며 속세의 권력을 행사하는 크고 놀라운 실수를 목격합니다. 주 예수의 마지막 유언장을 여러 번 읽었으나 예수께서 기꺼이 속세의 면류관과 정부를 받아들이셨더라면 예수의 영적인 사안과 왕국의 문제에 속세나 시민 권력의 아주 작은 부분이라도 제안하셨을 것인데, 이는 유언에서 단 한 마디도 찾을 수 없었습니다. 그러므로 시민 국가가 인간의 영혼에 종교, 예배, 사역, (종교 및 시민 문제에서) 맹세, 십일조, 시기, 날, 결혼, 성소 매장 등을 강요하는 것은 애석하게도 그리스도 예수에 대한 간증에 어긋나는 일이 아닐 수 없습니다…"" 로저 윌리엄스(Roger Williams), 그리스도께 속하지 않는 상업적 사역, 1652","{'question': '청교도들이 종교를 실천할 자유가 확대되어야 한다고 믿었던 사람들을 고르십시오.', 'choices': ['청교도만', '모든 개신교도만', '모든 기독교인만', '모든 유대인과 기독교인만'], 'answer': 1}",
generation-for-nlp-987,"오늘 밤, 아이들의 미래를 가장 큰 목표로 삼은 한 여성의 딸이 우리 모두를 위한 미래에 대해 미국에서 가장 오래된 정당에게 고합니다. 오늘 밤, 일하는 미국인의 딸은, 모든 미국인에게 우리가 기꺼이 손을 뻗으면 미래는 손에 닿는다는 점을 전합니다. 오늘 밤, 이탈리아 출신 이민자의 딸은 아버지가 사랑하게 된 새로운 땅의 (부)통령 출마자 지명을 받았습니다.… 미국인들은 동일한 규칙에 따라 살고 싶어합니다. 하지만 현 정부 하에서는 너무 많은 국민들에게 규정이 동일하지 않습니다. 개인이 내는 세금 몫은 매년 늘어나고, 대기업이 내는 몫은 점점 줄어들고 있는 것은 옳지 않습니다.… 젊은 부부가 50,000개의 핵탄두가 있는 세계에 아이를 낳을지 의문을 품는 일은 옳지 않습니다. 미국인들이 2세기 넘게 노력해 온 비전이 아닙니다.… 오늘 밤, 우리는 꿈을 되찾습니다. 우리는 다시 모든 미국인을 위한 미국적 삶의 규칙을 만들 겁니다.… 문제는 미국이 여성을 위해 무엇을 할 수 있는지가 아니라 여성이 미국을 위해 무엇을 할 수 있는지입니다.","{'question': '위 구절에 표현된 사상으로 인해 1980년대 다음 중 가장 직접적으로 강화된 것은 무엇입니까?', 'choices': ['정부의 군비증강 반대', '다양한 산업규제 완화 노력', '복지제도 개혁을 위한 노력', '정부의 냉전정책 지지'], 'answer': 1}",
generation-for-nlp-988,"나는 어떤 백인에게라도 이렇게 말하겠다. 그가 배고픈 채로 로건의 오두막에 들어갔는데 로건이 고기를 주지 않았다면? 차갑고 벌거벗은 그에게 로건이 옷을 주지 않았다면? 길고 피비린내 나는 마지막 전쟁이 진행되는 동안 로건은 평화를 옹호하며 자기 오두막에서 한가롭게 지냈다. 백인에 대한 나의 사랑이 그러했기에 우리 동포들은 지나가며 로건을 가리키며 ""로건은 백인의 친구""라고 말했다. 나는 그대들과 더불어 살리라 생각한 적도 있었으나 단 한 남자가 입힌 상해 때문에 그만두었다. 지난 봄, 냉혈하며 도발당하지 않은 크레삽 대령은 로건의 모든 친척은 물론 나의 아내와 아이도 살해했다. 어떤 생명체의 혈관에도 내 피 한 방울이 흐르지 않는다. 나는 복수를 다짐했다. 방법을 찾았다. 나는 많은 사람을 죽였다. 나는 복수심을 철저히 과시했다. 나는 조국을 위한 평화의 빛을 기뻐한다. 그러나 이 감정이 두려움의 기쁨이라는 생각은 품지 않는다. 로건은 두려움을 느낀 적 없다. 그는 자기 목숨을 아끼고자 배신하지 않을 것이다. 로건을 애도할 자 있는가? 아무도 없다. —인디언 지도자 로건의 연설, 1774년","{'question': '다음 중 위 구절에서 로건의 관점을 가장 잘 표현한 것은 무엇입니까?', 'choices': ['로건은 영국 정착촌의 확장이 중단되어야 한다고 믿습니다.', '로건은 가족을 잃은 것을 슬퍼합니다.', '로건은 새로운 평화 조약에 반대합니다.', '로건은 인디언들이 단결하여 힘을 찾아야 한다고 믿습니다.'], 'answer': 2}",
generation-for-nlp-989,"우리 선조들 덕택에 우리나라는 산업혁명의 첫 물결, 현대 발명의 첫 물결, 원자력의 첫 물결을 겪었고, 이번 세대는 다가오는 우주 시대의 역류에 허우적거리지 않을 것입니다. 우리는 그 일부가 되고, 이끌 것입니다. 이제 세상의 눈은 우주, 달, 그 너머 행성을 바라보고 있으며, 우리는 우리나라가 적대적인 정복의 깃발이 아니라 자유와 평화의 깃발로 통치받는 모습을 보게 되리라고 맹세했기 때문입니다. 우리는 대량살상무기가 아닌 지식과 이해의 도구로 가득한 우주를 보게 될 것이라 맹세했습니다.… 우리는 달에 갈 것입니다. 우리는 이번 10년 안에 달에 가서 다른 일을 할 것입니다. 쉽기 때문이 아니라 어렵기 때문이며, 그 목표는 우리가 가진 최고의 에너지와 기술을 조직하고 측정할 것이기 때문이며, 이 도전은 우리가 기꺼이 받아들이는 것이자, 연기할 수 없는 것이자, 쟁취하려는 것이자, 나머지도 마찬가지기 때문입니다.","{'question': '케네디의 연설로 인해 가장 직접적으로 일어난 사건은 다음 중 무엇입니까?', 'choices': ['베트남 전쟁', '상호확증파괴(MAD) 핵전략', '아폴로 우주 프로그램', '위대한 사회 프로그램'], 'answer': 3}",
generation-for-nlp-991,"""미국인들은 정부와 선출직 공무원을 비판할 능력을 포함하여 세계 어느 나라 시민보다 자유와 권리를 더 많이 가지고 있습니다. 그러나 원하는 바를 이루지 못할 때 폭력이나 폭력의 위협에 의지할 권리는 없습니다. 건국자들은 이성이 두려움을 압도하는 정부 체제를 구축했습니다. 오클라호마시는 법 없이는 자유도 없음을 다시금 증명했습니다. 비판은 민주주의의 생명선입니다. 항상 옳은 사람은 없습니다. 하지만 정책이나 정치인 비판과, 우리 자유를 보장하는 정부와 법을 집행하는 공무원을 악마화하는 일에는 큰 차이가 있다는 점을 기억해야 합니다."" 빌 클린턴 대통령, ""우리가 오클라호마시에서 배운 것"", 2010년 (오클라호마시 폭격 15주기 작성) ""와코가 없었다면 난 어딘가에 뿌리를 내렸을 것이고 우리 정부가... 나에게 위협이 된다는 사실에 그리 불안해하지 않았을 것이다. 와코가 암시하는 모든 것이 내 생각의 최전선에 있었다. 그것이 향후 몇 년 동안 내 길을 안내해 주었다."" 티모시 맥베이, 오클라호마 시티 폭격기, 2001년 미국 하원의원 존 코니어스, 텍사스주 와코 다윗교단 지파 대치를 둘러싼 사건: 1993년 하원 사법위원회 청문회 세 번째 발췌문에서 코니어스 대표는 ""운디드니""를 다음의 예로 들었습니다.","{'question': '이 지문에 나타난 정보는 무엇입니까?', 'choices': ['폭력적인 교단', '연방정부의 권력 남용', '폭탄 테러 현장', '최근 연방 요원과 라코타 인디언 사이의 갈등'], 'answer': 2}",
generation-for-nlp-992,"""이 법이 통과된 이후 누구든 흑인이나 흑인 혼혈을 평생 노예나 하인으로 부릴 목적, 혹은 어떤 용어를 사용하든 무력이나 폭력으로 판매 또는 처분하거나, 판매의 원인이 되거나, 구류 또는 억류하거나, 구류나 억류의 원인이 되게 할 목적 또는 의도로 납치하거나, 이동하거나, 납치당하게 하거나, 이동당하게 하거나, 사기나 허위로 유혹하거나, 유혹당하게 하거나, 또는 탑치하거나, 이동하거나, 유혹하려는 목적으로 여하한 흑인이나 흑인 혼혈을 이 영연방 일부에서 여하한 다른 지역이나 이 영연방 외부로 데려간다면 그러한 사람 모두는 물론 조력자나 방조자 역시 적절한 관할권이 있는 영연방 법원에서 중범죄로 유죄 판결을 받는다."" —1826년 펜실베니아 법률 발췌","{'question': '위 발췌한 펜실베니아 법을 둘러싼 논쟁과 갈등에 반영된 헌법 입안자들의 행동은 다음 중 무엇입니까?', 'choices': ['노예제는 원래의 13개 주 ""영원히"" 보호될 것이라고 구체적으로 선언했습니다.', '주가 주 헌법에 위배되는 연방법에서 면제되는 것을 허용했습니다.', '노예 문제의 해결책을 미루었습니다.', '노예는 시민이자 재산이 될 수 있다고 선언했습니다.'], 'answer': 3}",
generation-for-nlp-993,"""미국의 법과 조약은 의견과 공감의 자유로운 표현, 무기나 군수품의 상업적 제조나 판매를 방해하지 않음에도 불구하고 그 영토와 관할권 내에 있을 수 있는 모든 사람에게 분쟁 진행 중 불편부당한 중립 의무를 부과한다. 또한 전쟁 목적에 부응하는 수역 통과를 허용하거나 묵인하지 않는 것이 중립 정부의 의무이다.
""그러므로 이제 나 우드로 윌슨 미합중국 대통령은 미국의 중립을 지키고자… 이로써 선언하고 또 표시한다…
""미국의 법령, 조약, 국제법은 모두 미국 영토와 관할권 내에서 어느 누구도 언급한 전쟁에 누구도 직간접적으로 가담하지 않고 모든 교전국과 평화를 유지하며 엄격하고 공정한 중립을 유지해야 한다…""","{'question': '제1차 세계대전 중 연방정부 권력이 강화되지 않은 분야를 고르십시오.', 'choices': ['전시산업위원회', '식품행정', '간첩법', '도스안'], 'answer': 4}",
generation-for-nlp-994,"그러는 동안 인디언들은 그들 주위를 조용히 찾아왔고 냉담한 모습을 보인 적도 있지만, 누구든 근처에 접근하면 도망가곤 했다. 한번은 그들이 일하던 곳에서 저녁을 먹으러 나가자 도구를 훔쳐간 적도 있었다. 그런데 3월 16일즈음 그중 한 인디언이 담대하게 다가와 그들에게 서투른 영어로 말을 걸었는데, 잘 이해할 수 있었고 그 사실에 놀랐다. 마침내 그들은 대화를 통해 그 인디언은 이곳 사람이 아니며 일부 잉글랜드 선박이 고기를 잡으러 오는 동부 사람이라는 점을 알게 되었다. 선박 사람들을 통해 인디언은 얼굴이 알려졌고 잉글랜드 사람들의 이름도 잡다하게 알게 되었을 뿐더러 영어도 익혔다. 자기가 살던 동쪽 지방의 사정에 관하여 많은 것을 잉글랜드 사람들에게 알려주어 많은 도움이 되었고, 이는 나중에 이익으로 이어졌다. 여기에 있는 사람들의 이름, 수, 권력, 상황, 그곳으로부터의 거리, 추장이 누구인지에 대해서도 말이다. 그의 이름은 사모세트였다. 그는 또한 잉글랜드에도 다녀왔고 자기보다 영어를 더 잘한다는 이곳 출신 스콴토라는 또 다른 인디언의 이야기를 해 주었다.","{'question': '위 구절의 윌리엄 브래드포드의 관점을 가장 잘 표현한 것은 다음 중 무엇입니까?', 'choices': ['좋은 인디언은 죽은 인디언뿐입니다.', '미국 원주민들은 기독교로 개종해야 합니다.', '아메리카 원주민은 새로운 식민지에 통합되어야 합니다.', '아메리카 원주민이 영어를 배우고 문화중개자 역할을 할 수 있다는 점에 놀랐습니다.'], 'answer': 4}",
generation-for-nlp-995,“나는 한 때 억압의 도구였고 바보처럼 녹색이었다 독점 기업들은 담합해 나 같은 촌뜨기를 짓밟았다. “철도 기업과 오랜 당 간부들은 달콤한 합의를 이루었다 그리고 나 같은 촌뜨기를 짓밟는 일은 쉬울 거라고 생각했다. ––“촌뜨기”,"{'question': '다음 중 위 노래 가사와 유사한 정서를 중심으로 조직된 정치운동의 성과는 무엇입니까?', 'choices': ['최저임금법 제정', '철도규제법 제정', '미국 통화를 금본위제에서 은본위제로 전환', '소규모 농민을 위한 가격지지 시스템 구축'], 'answer': 2}",
generation-for-nlp-996,"""우리는 그것이 내전이었으며, 수년 동안 모든 식민지의 영향에서 해방을 추구해 온 사람들의 노력이었음을 알았다. 또한 우리가 열성적으로 우리의 이미지를 본따 만들었던 베트남인이 가혹한 처지에 놓였다는 것을 알게 되었다. 다름아닌 바로 우리가 베트남인을 구원하리라 생각했던 위협에 맞서 싸우기 위해서 말이다.
""우리는 사람들 대부분이 공산주의와 민주주의의 차이조차 모른다는 사실을 발견했다. 이들은 헬리콥터의 맹폭을 받지 않고, 네이팜탄이 든 폭탄으로 마을이 불타고 나라가 분열되는 일 없이 논에서 일하고 싶었을 뿐이다. 이들은 전쟁과 관련된 모든 사항, 특히 미국의 외국 주둔과 관련해 그저 자신들을 평화로이 내버려두기를 원했고, 특정 시대에 군대가 존재하면 한편이 되어 생존의 기술을 실천했다. 그것이 베트콩이든, 북베트남이든, 미국인이든 말이다."" 존 케리, 1971","{'question': '위에서 설명한 갈등은 다음 중 어떤 독트린의 결과일 가능성이 가장 높습니까?', 'choices': ['제국주의', '봉쇄', '곤봉정책', '고립주의'], 'answer': 2}",
generation-for-nlp-998,"자유인이 항상 가장 애써서 지켜온 권리 중 하나는 자신의 근면에 대한 보상을 즐길 권리다. 과세하는 권력은 파괴하는 권력이며 일정량의 재산이나 소득을 가져갈 권력이라는 점을 깨달으면 시민이 자기 시간 중 일정 기간을 정부를 위해 일해야 하며 국민에 대한 세금 부과는 가장 신중하게 보호되었다는 말을 다르게 표현할 뿐이라는 사실을 알게 된다... 긴급한 필요나 건전한 공공 정책에 요구되지 않는 세금을 국민에게 부과하는 정부는 자유의 수호자가 아니라 폭정의 도구다. 그런 정부는 시민을 폭정으로 괴롭힌다. 자유정부 붕괴의 첫 징후 중 하나는 과세 권력이 국민의 재산권을 무시하는 것이다.… 국민이 불합리한 과세로부터 헌법에 의해 보장된 재산 소유에 대한 합리적인 안전을 누릴 수 없다면 자유는 끝을 맞이한다.… 우리에게는 경제가 필수적이다. 이는 우리 민족성을 전면적으로 시험하는 것이다... 항상 피땀흘린 사람만이 지불한다. —캘빈 쿨리지, ""모두의 이익 속 경제"", 1924년 6월 30일","{'question': '다음 대통령 중 쿨리지의 감정을 공유할 가능성이 가장 높은 대통령은 누구입니까?', 'choices': ['프랭클린 D. 루즈벨트', '린든 B. 존슨', '로날드 레이건', '버락 오바마'], 'answer': 3}",
generation-for-nlp-999,"대형 신발 공장 파업 중 헐 하우스에서 열린 소녀 노동자 모임에서 진행된 토론을 통해, 가장 쉽게 겁먹고 항복한 파업 노동자는 당연히 식비를 내는 소녀들이었으며, 지나치게 뒤처지면 퇴출될까봐 두려웠음이 분명해졌다. 특별한 고난이 있었던 사건을 낭독한 후 그중 하나는 이렇게 외쳤다. ""우리만의 기숙 클럽이 있어 이럴 때 서로 돕는다면 좋지 않을까?"" 그 후 사건은 빠르게 진행되었다. 우리는 ... 그러한 사업의 어려움과 장점을 모두 논했고, 1891년 5월 1일 헐 하우스 근처에 두 개의 편안한 아파트를 임대하고 가구를 놓았다. 복지관은 가구를 책임지고 첫 달 임대료를 지불했지만, 이후에는 회원들이 직접 클럽을 관리했다.… 3년차 말, 클럽은 원래 건물에 있던 아파트 6개를 모두 점유했으며 회원 수는 50명이었다.","{'question': '헐 하우스와 같은 정착지에서 표현된 개혁가들의 열망은 무엇입니까?', 'choices': ['이민자의 기독교 개종', '정치적 급진주의 방지', '산업에 저렴한 노동력 제공', '도시 지역의 환경 개선'], 'answer': 4}",
generation-for-nlp-1000,"""넓고 무한한 미래는 위대한 미국의 시대가 될 것이다. 많은 나라로 구성된 나라는 거대한 공간과 시간의 영역에서 인류에게 신성한 원칙의 탁월함을 현시하고, 가장 고귀하며 거룩하고 참된 자를 숭배하고자 역대 바쳐진 가장 고귀한 성전을 지상에 세우는 운명을 부여받았다. 그 바닥은 반구가 될 것이다. 그 지붕은 별 가득한 하늘의 창공이 될 것이며, 그 집합은 행복한 수백만으로 구성되고 주인을 부르지 않고 형제애의 법칙이자 '인간 사이의 평화와 선의'의 법인 신의 자연과 도덕적 평등 법칙에 따라 통치하는 많은 공화국의 동맹이 되리라."" 존 L. 오설리번, ""미래의 위대한 국가"", 1839년","{'question': '다음 서부 이주의 변화 중 1840년대에 일어났을 가능성이 가장 높은 것은 무엇입니까?', 'choices': ['오리건 준주로 향하는 개척자 수는 감소한 반면, 캘리포니아로 향하는 개척자 수는 크게 증가했습니다.', '첫 대규모 이주 물결은 끝났고, 남북전쟁이 끝날 때까지 이주자 수는 극도로 낮은 상태를 유지했습니다.', '개척자들이 처음으로 미시시피 강 서쪽 지역에 정착하기 시작했습니다.', '동부에서 환영받지 못했던 수많은 자유 흑인들이 서부에 다시 정착하기 시작했습니다.'], 'answer': 1}",
